,Tweet,target,tokenized_tweet,cleaned_tweet
1431,الـ محمد سامي يقول : الحكم h00 انسان بالاعدام أمر مبهج !! اين وصلت الانسانية !! #مصر #القاهرة #الاخوان #الفلول,1,الـ محمد سامي يقول الحكم انسان بالاعدام أمر مبهج اين وصلت الانسانية مصر القاهرة الاخوان الفلول,"['الـ', 'محمد', 'سامي', 'يقول', 'الحكم', 'انسان', 'بالاعدام', 'أمر', 'مبهج', 'اين', 'وصلت', 'الانسانية', 'مصر', 'القاهرة', 'الاخوان', 'الفلول']"
1432,"""RT @ahlalsunnaa: #سوريا :الجيش السوري الحر يسيطر قرى براغيدة والشيخ ريح والبل وجارز بريف حلب الشمالي معارك تنظيم داعش""",1,سوريا الجيش السوري الحر يسيطر قرى براغيدة والشيخ ريح والبل وجارز بريف حلب الشمالي معارك تنظيم داعش,"['سوريا', 'الجيش', 'السوري', 'الحر', 'يسيطر', 'قرى', 'براغيدة', 'والشيخ', 'ريح', 'والبل', 'وجارز', 'بريف', 'حلب', 'الشمالي', 'معارك', 'تنظيم', 'داعش']"
1433,"""ميشال عون يحتفل بإعادة العلم اللبناني الموقع مناصريه ah القصر الجمهوريhttps://t.co/FXeCSveFEU https://t.co/bWcfmOP0JQ""",1,ميشال عون يحتفل بإعادة العلم اللبناني الموقع مناصريه القصر الجمهوري,"['ميشال', 'عون', 'يحتفل', 'بإعادة', 'العلم', 'اللبناني', 'الموقع', 'مناصريه', 'القصر', 'الجمهوري']"
1434,"""في ختام رئيس الشؤون الإسلامية التركية لدولة #قطرونقاش #خالد_مشعلحول التجربة الرائدة للعدالةوالتنميةوالم… https://t.co/1betwJKcYr""",1,في ختام رئيس الشؤون الإسلامية التركية لدولة قطرونقاش خالد مشعلحول التجربة الرائدة للعدالةوالتنميةوالم,"['في', 'ختام', 'رئيس', 'الشؤون', 'الإسلامية', 'التركية', 'لدولة', 'قطرونقاش', 'خالد', 'مشعلحول', 'التجربة', 'الرائدة', 'للعدالةوالتنميةوالم']"
1435,"""بموووووت بيونسيه""",1,بموووووت بيونسيه,"['بموووت', 'بيونسيه']"
1436,"""@x1_ye انتي بوكيمون ☻💔 ععآدي اصطادتك؟🙂""",1,انتي بوكيمون ععآدي اصطادتك,"['انتي', 'بوكيمون', 'ععآدي', 'اصطادتك']"
1437,"""@AnthonyElHaiby @youthshadowgov @FondationGt @Annahar خافوك فقتلوك١١ دفاعاً لبنان العظيم #جبران_تويني""",1,خافوك فقتلوك١١ دفاعا لبنان العظيم جبران تويني,"['خافوك', 'فقتلوك', '١١', 'دفاعا', 'لبنان', 'العظيم', 'جبران', 'تويني']"
1438,#كريستيانو_رونالدو صاروخ ماديرا قاذفة اللهب الدون التورنادو السيداو الامراطور المهم افضل لاعب عالمي,1,كريستيانو رونالدو صاروخ ماديرا قاذفة اللهب الدون التورنادو السيداو الامراطور المهم افضل لاعب عالمي,"['كريستيانو', 'رونالدو', 'صاروخ', 'ماديرا', 'قاذفة', 'اللهب', 'الدون', 'التورنادو', 'السيداو', 'الامراطور', 'المهم', 'افضل', 'لاعب', 'عالمي']"
1439,"""@ahmadabufarhaa1 حبيبنا احمد الشيخ المقدسي يترك ساحة الشام للمتميعه للغلاه ثق الكلام تماماً ،،حتى طالبتموه""",1,حبيبنا احمد الشيخ المقدسي يترك ساحة الشام للمتميعه للغلاه ثق الكلام تماما حتى طالبتموه,"['حبيبنا', 'احمد', 'الشيخ', 'المقدسي', 'يترك', 'ساحة', 'الشام', 'للمتميعه', 'للغلاه', 'ثق', 'الكلام', 'تماما', 'حتى', 'طالبتموه']"
1440,"""LifeTahrir: #لايف خاصية انتظارها.. oui مميزات حصرية نظام تشغيل «#أندرويد نوجا»https://t.co/ghQPghUeaGLoui https://t.co/EnZSfKlSAE""",1,لايف خاصية انتظارها مميزات حصرية نظام تشغيل أندرويد نوجا,"['لايف', 'خاصية', 'انتظارها', 'مميزات', 'حصرية', 'نظام', 'تشغيل', 'أندرويد', 'نوجا']"
1441,"""اتوقع شرد سجن مدري شي ومشا كعابي دوله لين وصل الهند اضن بريطانيا السجن ذا""",-1,اتوقع شرد سجن مدري شي ومشا كعابي دوله لين وصل الهند اضن بريطانيا السجن ذا,"['اتوقع', 'شرد', 'سجن', 'مدري', 'شي', 'ومشا', 'كعابي', 'دوله', 'لين', 'وصل', 'الهند', 'اضن', 'بريطانيا', 'السجن', 'ذا']"
1442,"""#مدرب_سورية: خسارتنا #المنتخب_القطري ليست مؤثرةhttps://t.co/HVgouiJOqCxU#التصفيات_المؤهله_لمونديال_a01oui https://t.co/xxeviAdoFg""",1,مدرب سورية خسارتنا المنتخب القطري ليست مؤثرة,"['مدرب', 'سورية', 'خسارتنا', 'المنتخب', 'القطري', 'ليست', 'مؤثرة']"
1443,"""@morgh6e0 @maged1q1q1q @malali1qouioui تحقيق اعلى دخل #اوبر https://t.co/ouixSZ1pgLGr""",1,تحقيق اعلى دخل اوبر,"['تحقيق', 'اعلى', 'دخل', 'اوبر']"
1444,"""RT @rahimmoheby: #إيران.. إعتقال الشباب أهل #السنة المناطق الكردية. #الاعتقال #القمع https://t.co/ecouiMZJCFIS https://t.co/fMZkhonERLk""",-1,إيران إعتقال الشباب أهل السنة المناطق الكردية الاعتقال القمع,"['إيران', 'إعتقال', 'الشباب', 'أهل', 'السنة', 'المناطق', 'الكردية', 'الاعتقال', 'القمع']"
1445,"""اصبحت الغارات ممله جدا #اليمن #صنعاء""",-1,اصبحت الغارات ممله جدا اليمن صنعاء,"['اصبحت', 'الغارات', 'ممله', 'جدا', 'اليمن', 'صنعاء']"
1446,"""RT @realmadridarab: ⚽✅ #RMCityقد بدأ التدريب!#ريال_مدريد #هلا_مدريد https://t.co/V1JSgKxTAw""",1,قد بدأ التدريب ريال مدريد هلا مدريد,"['قد', 'بدأ', 'التدريب', 'ريال', 'مدريد', 'هلا', 'مدريد']"
1447,"""@youmh الديكتاتور حسام باريت نشوف محمد حمدى زكى بيلعب بلاش شغل مقبرة النجوم متعلمتش أحمد الشيخ""",-1,الديكتاتور حسام باريت نشوف محمد حمدى زكى بيلعب بلاش شغل مقبرة النجوم متعلمتش أحمد الشيخ,"['الديكتاتور', 'حسام', 'باريت', 'نشوف', 'محمد', 'حمدى', 'زكى', 'بيلعب', 'بلاش', 'شغل', 'مقبرة', 'النجوم', 'متعلمتش', 'أحمد', 'الشيخ']"
1448,اطقم نسائي ماركة غوتشي e اساور e دبل علبة وكرت الماركة السعر a60ريال. https://t.co/dGdWjihXeR,1,اطقم نسائي ماركة غوتشي اساور دبل علبة وكرت الماركة السعر ريال,"['اطقم', 'نسائي', 'ماركة', 'غوتشي', 'اساور', 'دبل', 'علبة', 'وكرت', 'الماركة', 'السعر', 'ريال']"
1449,"""جمهوري ايراني اسلامي ليست اسلامية#كلمه_للناس_البارده#مصر #السعوديه #الامارات #سوريا #العراق #اليمن https://t.co/cCGW1yrEat""",1,جمهوري ايراني اسلامي ليست اسلامية كلمه للناس البارده مصر السعوديه الامارات سوريا العراق اليمن,"['جمهوري', 'ايراني', 'اسلامي', 'ليست', 'اسلامية', 'كلمه', 'للناس', 'البارده', 'مصر', 'السعوديه', 'الامارات', 'سوريا', 'العراق', 'اليمن']"
1450,"""#حلب: الجماعات المسلحة قامت بتلغيم وتفخيخ #مشفى_القدس الواقع حيي #المشهد #صلاح_الدين خروجهم تحضيراً للخروج الأحياء الشرقية.""",-1,حلب الجماعات المسلحة قامت بتلغيم وتفخيخ مشفى القدس الواقع حيي المشهد صلاح الدين خروجهم تحضيرا للخروج الأحياء الشرقية,"['حلب', 'الجماعات', 'المسلحة', 'قامت', 'بتلغيم', 'وتفخيخ', 'مشفى', 'القدس', 'الواقع', 'حيي', 'المشهد', 'صلاح', 'الدين', 'خروجهم', 'تحضيرا', 'للخروج', 'الأحياء', 'الشرقية']"
1451,"""@Zlatantmimi مسجدنا يومين يدعي وصخ ملعون محمي روسيا وايران امريكا""",-1,مسجدنا يومين يدعي وصخ ملعون محمي روسيا وايران امريكا,"['مسجدنا', 'يومين', 'يدعي', 'وصخ', 'ملعون', 'محمي', 'روسيا', 'وايران', 'امريكا']"
1452,لمن يسأل عنوان #ديوان_شيبان يقام #درس_الاثنين #الفحيحيل قطعة q شارع المخفر #انشر #الكويت …,-1,لمن يسأل عنوان ديوان شيبان يقام درس الاثنين الفحيحيل قطعة شارع المخفر انشر الكويت,"['لمن', 'يسأل', 'عنوان', 'ديوان', 'شيبان', 'يقام', 'درس', 'الاثنين', 'الفحيحيل', 'قطعة', 'شارع', 'المخفر', 'انشر', 'الكويت']"
1453,الله يخربيتك سيسي الكهربا قطعت هوبا فلول ستايل #انتخبوا_العرص #مرسي_رئيسي,-1,الله يخربيتك سيسي الكهربا قطعت هوبا فلول ستايل انتخبوا العرص مرسي رئيسي,"['الله', 'يخربيتك', 'سيسي', 'الكهربا', 'قطعت', 'هوبا', 'فلول', 'ستايل', 'انتخبوا', 'العرص', 'مرسي', 'رئيسي']"
1454,"""أحس الحياة مصنّفتني قائمة "" حزب الضالين الغير مرضي عليهم "" .. يعلم الله إني مصلّيه ومسميّه مدري شمسويتلكم ؟.""",-1,أحس الحياة مصن فتني قائمة حزب الضالين الغير مرضي عليهم يعلم الله إني مصل يه ومسمي مدري شمسويتلكم,"['أحس', 'الحياة', 'مصن', 'فتني', 'قائمة', 'حزب', 'الضالين', 'الغير', 'مرضي', 'عليهم', 'يعلم', 'الله', 'إني', 'مصل', 'يه', 'ومسمي', 'مدري', 'شمسويتلكم']"
1455,"""داعش تفقد قادته الإعلامي "" أبو محمد الفرقان"" ولاية #الأنبار https://t.co/HouiouixRaUrfm :""",1,داعش تفقد قادته الإعلامي أبو محمد الفرقان ولاية الأنبار,"['داعش', 'تفقد', 'قادته', 'الإعلامي', 'أبو', 'محمد', 'الفرقان', 'ولاية', 'الأنبار']"
1456,#فلسطين #محرقة #الاحتلال_الصهيوني بحسب الجارديان محمود عباس: #الهولوكوست أبشع جريمة العصر الحديث يود,-1,فلسطين محرقة الاحتلال الصهيوني بحسب الجارديان محمود عباس الهولوكوست أبشع جريمة العصر الحديث يود,"['فلسطين', 'محرقة', 'الاحتلال', 'الصهيوني', 'بحسب', 'الجارديان', 'محمود', 'عباس', 'الهولوكوست', 'أبشع', 'جريمة', 'العصر', 'الحديث', 'يود']"
1457,"""عزاء الفنان الكبير الراحل #محمود_عبدالعزيز وتعليق الاعلامي #عمرو_اديب شائعات تواجد #عادل_امام العزاء https://t.co/jGqqLAhAuC""",-1,عزاء الفنان الكبير الراحل محمود عبدالعزيز وتعليق الاعلامي عمرو اديب شائعات تواجد عادل امام العزاء,"['عزاء', 'الفنان', 'الكبير', 'الراحل', 'محمود', 'عبدالعزيز', 'وتعليق', 'الاعلامي', 'عمرو', 'اديب', 'شائعات', 'تواجد', 'عادل', 'امام', 'العزاء']"
1458,دعبد المنعم أبو الفتوح لـ : فضلت خوض الانتخابات كمرشح مستقل لأمثل كافة طوائف الشعب المصرى,-1,دعبد المنعم أبو الفتوح لـ فضلت خوض الانتخابات كمرشح مستقل لأمثل كافة طوائف الشعب المصرى,"['دعبد', 'المنعم', 'أبو', 'الفتوح', 'لـ', 'فضلت', 'خوض', 'الانتخابات', 'كمرشح', 'مستقل', 'لأمثل', 'كافة', 'طوائف', 'الشعب', 'المصرى']"
1459,الحقيقة العارية,-1,الحقيقة العارية,"['الحقيقة', 'العارية']"
1460,ومجتمع نريد استقراره وبناءه ديمقراطيا يعاني ومجلس عسكري تآكلت شرعيته ويصر أخطائه باتت تهدد تماسك الدولة وتعيدنا للوراء,-1,ومجتمع نريد استقراره وبناءه ديمقراطيا يعاني ومجلس عسكري تآكلت شرعيته ويصر أخطائه باتت تهدد تماسك الدولة وتعيدنا للوراء,"['ومجتمع', 'نريد', 'استقراره', 'وبناءه', 'ديمقراطيا', 'يعاني', 'ومجلس', 'عسكري', 'تآكلت', 'شرعيته', 'ويصر', 'أخطائه', 'باتت', 'تهدد', 'تماسك', 'الدولة', 'وتعيدنا', 'للوراء']"
1461,"""@mohanadxoxo اجاني نوتفكيشن حسيت بحساب جستن بيبر يعمي""",1,اجاني نوتفكيشن حسيت بحساب جستن بيبر يعمي,"['اجاني', 'نوتفكيشن', 'حسيت', 'بحساب', 'جستن', 'بيبر', 'يعمي']"
1462,"""6 أبريل رفع #أحمد_شفيق قوائم الترقب والوصول: أخيرًا العمرة خلصتhttps://t.co/FudwgNtvCY https://t.co/MjDkVr6Zin""",1,أبريل رفع أحمد شفيق قوائم الترقب والوصول أخير العمرة خلصت,"['أبريل', 'رفع', 'أحمد', 'شفيق', 'قوائم', 'الترقب', 'والوصول', 'أخير', 'العمرة', 'خلصت']"
1463,"""هدية لوقفتكن حلب ومع جبهة النصرة.تحديدا@kuwaitweather @aliialsaeed""",1,هدية لوقفتكن حلب ومع جبهة النصرة تحديدا,"['هدية', 'لوقفتكن', 'حلب', 'ومع', 'جبهة', 'النصرة', 'تحديدا']"
1464,كلما رأيت أطفالا مشردين جائعين محاصرين لاجئين نازحين أشعر بالخيانة الخيانة فقط #سوريا #أطفال_سوريا …,-1,كلما رأيت أطفالا مشردين جائعين محاصرين لاجئين نازحين أشعر بالخيانة الخيانة فقط سوريا أطفال سوريا,"['كلما', 'رأيت', 'أطفالا', 'مشردين', 'جائعين', 'محاصرين', 'لاجئين', 'نازحين', 'أشعر', 'بالخيانة', 'الخيانة', 'فقط', 'سوريا', 'أطفال', 'سوريا']"
1465,"""شاهد #زبون #فرنسي غاضب يقتحم أحد متاجر #شركة_أبل https://t.co/1OWbLJmgh0 #تكنولوجيا @ChababsTweet https://t.co/qgVmfOdKhp""",-1,شاهد زبون فرنسي غاضب يقتحم أحد متاجر شركة أبل تكنولوجيا,"['شاهد', 'زبون', 'فرنسي', 'غاضب', 'يقتحم', 'أحد', 'متاجر', 'شركة', 'أبل', 'تكنولوجيا']"
1466,لماذا نتمسك بانتخابات تحت اشراف دولي ؟! أقرأ المقال كاملا …,1,لماذا نتمسك بانتخابات تحت اشراف دولي أقرأ المقال كاملا,"['لماذا', 'نتمسك', 'بانتخابات', 'تحت', 'اشراف', 'دولي', 'أقرأ', 'المقال', 'كاملا']"
1467,"""بالصور .. شمسان بطلاً وحضرموت وصيفاً بطولة الجالية الجنوبية بتبوك السعودية https://t.co/cKqKFQZGuq #عدن #اليمن https://t.co/a0iYFZHjtv""",1,بالصور شمسان بطلا وحضرموت وصيفا بطولة الجالية الجنوبية بتبوك السعودية عدن اليمن,"['بالصور', 'شمسان', 'بطلا', 'وحضرموت', 'وصيفا', 'بطولة', 'الجالية', 'الجنوبية', 'بتبوك', 'السعودية', 'عدن', 'اليمن']"
1468,"""@AaAqAgh فيدرر سيعود بقوه #توقع""",1,فيدرر سيعود بقوه توقع,"['فيدرر', 'سيعود', 'بقوه', 'توقع']"
1469,"""المونيتور يكشف: رؤية ميشال عون للحكم لبنان.. لعل وعسى تنجح ! https://t.co/nPFXfghdDTj https://t.co/lWoKsAdouiyB""",1,المونيتور يكشف رؤية ميشال عون للحكم لبنان لعل وعسى تنجح,"['المونيتور', 'يكشف', 'رؤية', 'ميشال', 'عون', 'للحكم', 'لبنان', 'لعل', 'وعسى', 'تنجح']"
1470,"""#بنغازي القوات المسلحة الليبية تبسط سيطرتها كامل الرابش القديم الواقع بالقاطع الرابع بمنطقة #قنفودة .""",1,بنغازي القوات المسلحة الليبية تبسط سيطرتها كامل الرابش القديم الواقع بالقاطع الرابع بمنطقة قنفودة,"['بنغازي', 'القوات', 'المسلحة', 'الليبية', 'تبسط', 'سيطرتها', 'كامل', 'الرابش', 'القديم', 'الواقع', 'بالقاطع', 'الرابع', 'بمنطقة', 'قنفودة']"
1471,والله عارف أضحك الله يحرق #ثانوية_عامة مدرسينها,-1,والله عارف أضحك الله يحرق ثانوية عامة مدرسينها,"['والله', 'عارف', 'أضحك', 'الله', 'يحرق', 'ثانوية', 'عامة', 'مدرسينها']"
1472,"""@malak_alhusaini مابي أيفون ابي مبلغ مالي تكفين""",1,مابي أيفون ابي مبلغ مالي تكفين,"['مابي', 'أيفون', 'ابي', 'مبلغ', 'مالي', 'تكفين']"
1473,"""RT @Shensawee: مصادري اكلتها الصخول والله كيفي مو عاجبك مكتبات كتب جوجل محرك بحث مخك نص ربية ندور بدالك مثلا""",-1,مصادري اكلتها الصخول والله كيفي مو عاجبك مكتبات كتب جوجل محرك بحث مخك نص ربية ندور بدالك مثلا,"['مصادري', 'اكلتها', 'الصخول', 'والله', 'كيفي', 'مو', 'عاجبك', 'مكتبات', 'كتب', 'جوجل', 'محرك', 'بحث', 'مخك', 'نص', 'ربية', 'ندور', 'بدالك', 'مثلا']"
1474,"""RT @egle000: اللواء شلالقوى مختلفة تريد ضرب الأمن عدن✔نحن والحزام جهاز أمني واحد✔لايوجد معتقلين تهم بالسجون✔وحدات خاصة لملاحقة ب…""",-1,اللواء شلالقوى مختلفة تريد ضرب الأمن عدن نحن والحزام جهاز أمني واحد لايوجد معتقلين تهم بالسجون وحدات خاصة لملاحقة,"['اللواء', 'شلالقوى', 'مختلفة', 'تريد', 'ضرب', 'الأمن', 'عدن', 'نحن', 'والحزام', 'جهاز', 'أمني', 'واحد', 'لايوجد', 'معتقلين', 'تهم', 'بالسجون', 'وحدات', 'خاصة', 'لملاحقة']"
1475,خطاب الرئيس يعني أنه مجال يسمح لدبلوماسيتنا ودبلوماسيينا بلعب سياسة واستخدام أوراق الضغط المختلفة,1,خطاب الرئيس يعني أنه مجال يسمح لدبلوماسيتنا ودبلوماسيينا بلعب سياسة واستخدام أوراق الضغط المختلفة,"['خطاب', 'الرئيس', 'يعني', 'أنه', 'مجال', 'يسمح', 'لدبلوماسيتنا', 'ودبلوماسيينا', 'بلعب', 'سياسة', 'واستخدام', 'أوراق', 'الضغط', 'المختلفة']"
1476,"""لم تعد #حماس جسدالأمةلتشعربألمه فهل باتت اقرب للجسد الصفوي النجاسه باتت اكثرمن الطهرفي حماس #حلب_الملحمة_الكبرى https://t.co/yrziktbQgha""",-1,لم تعد حماس جسدالأمةلتشعربألمه فهل باتت اقرب للجسد الصفوي النجاسه باتت اكثرمن الطهرفي حماس حلب الملحمة الكبرى,"['لم', 'تعد', 'حماس', 'جسدالأمةلتشعربألمه', 'فهل', 'باتت', 'اقرب', 'للجسد', 'الصفوي', 'النجاسه', 'باتت', 'اكثرمن', 'الطهرفي', 'حماس', 'حلب', 'الملحمة', 'الكبرى']"
1477,''وما النصر اﻻ الله'',1,وما النصر الله,"['وما', 'النصر', 'الله']"
1478,"""داعش حزب الله جبهة فتح الشام…الخوفيه اكثير وثاني مره تدرعم اسلوبك مُستفز وانتها نقاشي معك يا(معقد)…🙂@Mamno1qouih""",-1,داعش حزب الله جبهة فتح الشام الخوفيه اكثير وثاني مره تدرعم اسلوبك ستفز وانتها نقاشي معك يا معقد,"['داعش', 'حزب', 'الله', 'جبهة', 'فتح', 'الشام', 'الخوفيه', 'اكثير', 'وثاني', 'مره', 'تدرعم', 'اسلوبك', 'ستفز', 'وانتها', 'نقاشي', 'معك', 'يا', 'معقد']"
1479,رحم الله سامر سليمان، مصريا مخلصا لقيم المواطنة والديمقراطية وأستاذا متميزا للاقتصاد السياسي، رحمه الله,1,رحم الله سامر سليمان مصريا مخلصا لقيم المواطنة والديمقراطية وأستاذا متميزا للاقتصاد السياسي رحمه الله,"['رحم', 'الله', 'سامر', 'سليمان', 'مصريا', 'مخلصا', 'لقيم', 'المواطنة', 'والديمقراطية', 'وأستاذا', 'متميزا', 'للاقتصاد', 'السياسي', 'رحمه', 'الله']"
1480,قنوات العهر العربي تعرف هيلاري كلنتون تقدمت منافسها استطلاعات الراي بينما لاتعرف ماالذي حدث صنعاء !,-1,قنوات العهر العربي تعرف هيلاري كلنتون تقدمت منافسها استطلاعات الراي بينما لاتعرف ماالذي حدث صنعاء,"['قنوات', 'العهر', 'العربي', 'تعرف', 'هيلاري', 'كلنتون', 'تقدمت', 'منافسها', 'استطلاعات', 'الراي', 'بينما', 'لاتعرف', 'ماالذي', 'حدث', 'صنعاء']"
1481,"""صاير منتشر ويتفاخرون شفت خبر المغني ريكي مارتن خطب سويدي 😧😥 اعوذ بالله ... #رونالدو_يعترف_ويفتخر_بالشذوذ""",-1,صاير منتشر ويتفاخرون شفت خبر المغني ريكي مارتن خطب سويدي اعوذ بالله رونالدو يعترف ويفتخر بالشذوذ,"['صاير', 'منتشر', 'ويتفاخرون', 'شفت', 'خبر', 'المغني', 'ريكي', 'مارتن', 'خطب', 'سويدي', 'اعوذ', 'بالله', 'رونالدو', 'يعترف', 'ويفتخر', 'بالشذوذ']"
1482,"""#بنغازي#البيضاءاجتماع مصالحة وتوافق قوتان عكسيتان لحظات ونجحت المصالحةبارك الله الأشخاص وُفِّقُوا المتخاصمين 😂😂""",1,بنغازي البيضاءاجتماع مصالحة وتوافق قوتان عكسيتان لحظات ونجحت المصالحةبارك الله الأشخاص وا المتخاصمين,"['بنغازي', 'البيضاءاجتماع', 'مصالحة', 'وتوافق', 'قوتان', 'عكسيتان', 'لحظات', 'ونجحت', 'المصالحةبارك', 'الله', 'الأشخاص', 'وا', 'المتخاصمين']"
1483,"""وش شي تشتريه مواقع التواصل الاجتماعي ( انستقرام، فيس بوك، ايباي، امازون) #shopping #what_do_you_buy""",1,وش شي تشتريه مواقع التواصل الاجتماعي انستقرام فيس بوك ايباي امازون,"['وش', 'شي', 'تشتريه', 'مواقع', 'التواصل', 'الاجتماعي', 'انستقرام', 'فيس', 'بوك', 'ايباي', 'امازون']"
1484,متفق جوانب بمقال أحمد خالد توفيق وأعتقد التحفز الحاكم فبركة كذب أمر بلد تعشق صناعة الفرعون,1,متفق جوانب بمقال أحمد خالد توفيق وأعتقد التحفز الحاكم فبركة كذب أمر بلد تعشق صناعة الفرعون,"['متفق', 'جوانب', 'بمقال', 'أحمد', 'خالد', 'توفيق', 'وأعتقد', 'التحفز', 'الحاكم', 'فبركة', 'كذب', 'أمر', 'بلد', 'تعشق', 'صناعة', 'الفرعون']"
1485,بادافع عني شخصيا عميل وخائن وجاسوس وتسبب تشويه سمعتي كثير المصريين! شفتي إزاي؟!,1,بادافع عني شخصيا عميل وخائن وجاسوس وتسبب تشويه سمعتي كثير المصريين شفتي إزاي,"['بادافع', 'عني', 'شخصيا', 'عميل', 'وخائن', 'وجاسوس', 'وتسبب', 'تشويه', 'سمعتي', 'كثير', 'المصريين', 'شفتي', 'إزاي']"
1486,"""زيت الكثافهعلاجللصلعالقشرهتساقط الشعريقوي الجذوريعطي لمعانبفترةوجيزه🌻الطلب👇وتس٠٥٥٨٩٤٥٨٢٢#الامارات_العراق… https://t.co/EiXJcwHxhV""",1,زيت الكثافهعلاجللصلعالقشرهتساقط الشعريقوي الجذوريعطي لمعانبفترةوجيزه الطلب وتس٠٥٥٨٩٤٥٨٢٢ الامارات العراق,"['زيت', 'الكثافهعلاجللصلعالقشرهتساقط', 'الشعريقوي', 'الجذوريعطي', 'لمعانبفترةوجيزه', 'الطلب', 'وتس', '٠٥٥٨٩٤٥٨٢٢', 'الامارات', 'العراق']"
1487,"""@omgAdamSaleh @HarrisJOfficial جستن بيبر فرع اليمن""",1,جستن بيبر فرع اليمن,"['جستن', 'بيبر', 'فرع', 'اليمن']"
1488,"""#عاجل اندلاع مواجهات شبان وقوات الاحتلال بلدة #عنبتا شرق #طولكرم قليل#فلسطين""",-1,عاجل اندلاع مواجهات شبان وقوات الاحتلال بلدة عنبتا شرق طولكرم قليل فلسطين,"['عاجل', 'اندلاع', 'مواجهات', 'شبان', 'وقوات', 'الاحتلال', 'بلدة', 'عنبتا', 'شرق', 'طولكرم', 'قليل', 'فلسطين']"
1489,"""RT @verlorxxn: بانقتان الفرقه الوحيده تقوم الساعه ٦ الصباح يرقصوا بيونسيه https://t.co/Hzemcogh1rw""",1,بانقتان الفرقه الوحيده تقوم الساعه الصباح يرقصوا بيونسيه,"['بانقتان', 'الفرقه', 'الوحيده', 'تقوم', 'الساعه', 'الصباح', 'يرقصوا', 'بيونسيه']"
1490,ياخى الفجيكات دول يتحبوا مقدمات كده :) #نوبة,1,ياخى الفجيكات دول يتحبوا مقدمات كده نوبة,"['ياخى', 'الفجيكات', 'دول', 'يتحبوا', 'مقدمات', 'كده', 'نوبة']"
1491,"""@RamyAyach القائد رامي عياش : “اضربوا حديد شباب”… https://t.co/goVANkhcPfh https://t.co/sGkvghkhGPPB""",1,القائد رامي عياش اضربوا حديد شباب,"['القائد', 'رامي', 'عياش', 'اضربوا', 'حديد', 'شباب']"
1492,"""@emadoB وبلا يضهرو معن اصلاً شبابنا ربعن ماتو بالحرب ربعن احتياط ربعن شاكلة ريكي مارتن هالربع البقيان يتركولنا 😂""",-1,وبلا يضهرو معن اصلا شبابنا ربعن ماتو بالحرب ربعن احتياط ربعن شاكلة ريكي مارتن هالربع البقيان يتركولنا,"['وبلا', 'يضهرو', 'معن', 'اصلا', 'شبابنا', 'ربعن', 'ماتو', 'بالحرب', 'ربعن', 'احتياط', 'ربعن', 'شاكلة', 'ريكي', 'مارتن', 'هالربع', 'البقيان', 'يتركولنا']"
1493,#بلال_فضل مفتقد مقالاتك جدا,1,بلال فضل مفتقد مقالاتك جدا,"['بلال', 'فضل', 'مفتقد', 'مقالاتك', 'جدا']"
1494,تواجدي خارج المملكة منعني مشاركتهم تجهيز التيفو واعرف حجم التعب واﻻرهاق اللي يعانوه حالياً ويارب ﻻتضيع لهم تعب #الالتراس,1,تواجدي خارج المملكة منعني مشاركتهم تجهيز التيفو واعرف حجم التعب وا رهاق اللي يعانوه حاليا ويارب تضيع لهم تعب الالتراس,"['تواجدي', 'خارج', 'المملكة', 'منعني', 'مشاركتهم', 'تجهيز', 'التيفو', 'واعرف', 'حجم', 'التعب', 'وا', 'رهاق', 'اللي', 'يعانوه', 'حاليا', 'ويارب', 'تضيع', 'لهم', 'تعب', 'الالتراس']"
1495,"""@NawalElZoghbi https://t.co/OwYtCFUXxY أجمل اعلانات النجمة الذهبية نوال الزغبي بانتظارك عمان e1/1a/a016""",1,أجمل اعلانات النجمة الذهبية نوال الزغبي بانتظارك عمان,"['أجمل', 'اعلانات', 'النجمة', 'الذهبية', 'نوال', 'الزغبي', 'بانتظارك', 'عمان']"
1496,دبي تستضيف «برولايت آند ساوند» e1 الجاري——————————-دبي:«الخليج»أعلنت «ميسي فرانكفورت الشرق الأوسط»، إطلاق... https://t.co/z0RgVc6iB1,1,دبي تستضيف برولايت آند ساوند الجاري دبي الخليج أعلنت ميسي فرانكفورت الشرق الأوسط إطلاق,"['دبي', 'تستضيف', 'برولايت', 'آند', 'ساوند', 'الجاري', 'دبي', 'الخليج', 'أعلنت', 'ميسي', 'فرانكفورت', 'الشرق', 'الأوسط', 'إطلاق']"
1497,"""قلو عيونو مش فجأة بينتسوو ضحكات عيونو ثابتين مابينقصو #فيروز #happhbirghday ❤️❤️❤️❤️""",1,قلو عيونو مش فجأة بينتسوو ضحكات عيونو ثابتين مابينقصو فيروز,"['قلو', 'عيونو', 'مش', 'فجأة', 'بينتسوو', 'ضحكات', 'عيونو', 'ثابتين', 'مابينقصو', 'فيروز']"
1498,"""أهالي حلب يكتبون عهدهم جدرانها بأنهم عائدون إليها #ستبقى_حلب ويفنى الطغاة #ازيحوا_السيسي_وبشار https://t.co/6IluHHZC0J""",1,أهالي حلب يكتبون عهدهم جدرانها بأنهم عائدون إليها ستبقى حلب ويفنى الطغاة ازيحوا السيسي وبشار,"['أهالي', 'حلب', 'يكتبون', 'عهدهم', 'جدرانها', 'بأنهم', 'عائدون', 'إليها', 'ستبقى', 'حلب', 'ويفنى', 'الطغاة', 'ازيحوا', 'السيسي', 'وبشار']"
